Folio;Nombre del Articulo;Descripcion;Precio;Cantidad;Fecha de Compra;Monto;Impuesto;total_venta
SEL-11947;Monitor Curvo 27';Resolución 2K 144Hz;5845.74;1;03/01/2023;5845.74;935.32;5845.74
SEL-12400;Mochila Porta Laptop;Impermeable con puerto USB;2664.42;1;08/10/2023;2664.42;426.31;2664.42
SEL-10528;Monitor Curvo 27';Resolución 2K 144Hz;2624.81;5;03/05/2023;13124.05;2099.85;13124.05
SEL-11144;Monitor Curvo 27';Resolución 2K 144Hz;3098.65;4;24/02/2024;12394.6;1983.14;12394.6
SEL-10493;Batería Portátil;20000mAh carga rápida;4606.26;1;07/02/2023;4606.26;737.0;4606.26
SEL-10879;Batería Portátil;20000mAh carga rápida;2784.24;5;15/04/2024;13921.2;2227.39;13921.199999999999
SEL-10571;Teclado Inalámbrico;Teclas silenciosas español;2747.92;3;02/01/2024;8243.76;1319.0;8243.76
SEL-12194;Monitor Curvo 27';Resolución 2K 144Hz;6051.04;5;04/05/2023;30255.2;4840.83;30255.2
SEL-11018;Teclado Inalámbrico;Teclas silenciosas español;717.54;1;02/09/2023;717.54;114.81;717.54
SEL-10480;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;4735.78;3;24/08/2023;14207.34;2273.17;14207.34
SEL-12153;Lámpara LED Escritorio;3 niveles de temperatura de color;330.99;4;31/07/2023;1323.96;211.83;1323.96
SEL-10747;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;6654.65;5;18/09/2023;33273.25;5323.72;33273.25
SEL-11025;Silla de Oficina;Soporte lumbar ajustable;3010.18;2;10/07/2023;6020.36;963.26;6020.36
SEL-11651;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;4988.37;3;04/10/2023;14965.11;2394.42;14965.11
SEL-11881;Silla de Oficina;Soporte lumbar ajustable;573.5;5;14/04/2024;2867.5;458.8;2867.5
SEL-11598;Monitor Curvo 27';Resolución 2K 144Hz;5061.67;4;23/05/2023;20246.68;3239.47;20246.68
SEL-11296;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;5161.16;4;26/03/2024;20644.64;3303.14;20644.64
SEL-11710;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;4134.32;2;04/10/2023;8268.64;1322.98;8268.64
SEL-12094;Monitor Curvo 27';Resolución 2K 144Hz;6016.14;2;29/08/2023;12032.28;1925.16;12032.28
SEL-11466;Batería Portátil;20000mAh carga rápida;4308.08;1;15/01/2024;4308.08;689.29;4308.08
SEL-11667;Batería Portátil;20000mAh carga rápida;1194.65;2;16/09/2023;2389.3;382.29;2389.3
SEL-11799;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7883.35;4;03/04/2024;31533.4;5045.34;31533.4
SEL-10338;Silla de Oficina;Soporte lumbar ajustable;6876.67;4;25/02/2024;27506.68;4401.07;27506.68
SEL-10775;Smartphone X;Pantalla OLED 6.5 pulgadas;3622.58;5;11/07/2023;18112.9;2898.06;18112.9
SEL-10162;Mochila Porta Laptop;Impermeable con puerto USB;4219.62;4;12/04/2024;16878.48;2700.56;16878.48
SEL-10881;Teclado Inalámbrico;Teclas silenciosas español;6007.26;1;19/01/2023;6007.26;961.16;6007.26
SEL-11090;Smartphone X;Pantalla OLED 6.5 pulgadas;5597.47;1;30/08/2023;5597.47;895.6;5597.47
SEL-12197;Silla de Oficina;Soporte lumbar ajustable;4728.26;4;16/10/2023;18913.04;3026.09;18913.04
SEL-10476;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;714.33;2;02/01/2024;1428.66;228.59;1428.66
SEL-12219;Mochila Porta Laptop;Impermeable con puerto USB;2556.69;3;07/10/2023;7670.07;1227.21;7670.07
SEL-10616;Mochila Porta Laptop;Impermeable con puerto USB;5449.99;4;12/02/2024;21799.96;3487.99;21799.96
SEL-11901;Silla de Oficina;Soporte lumbar ajustable;1500.73;3;09/05/2023;4502.19;720.35;4502.1900000000005
SEL-10396;Lámpara LED Escritorio;3 niveles de temperatura de color;4679.17;4;29/03/2024;18716.68;2994.67;18716.68
SEL-11261;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;5318.45;4;03/05/2024;21273.8;3403.81;21273.8
SEL-12248;Mochila Porta Laptop;Impermeable con puerto USB;5334.0;3;04/03/2024;16002.0;2560.32;16002.0
SEL-11601;Batería Portátil;20000mAh carga rápida;2416.42;3;08/11/2023;7249.26;1159.88;7249.26
SEL-10610;Smartphone X;Pantalla OLED 6.5 pulgadas;2090.58;1;27/11/2023;2090.58;334.49;2090.58
SEL-11138;Silla de Oficina;Soporte lumbar ajustable;1799.37;2;16/06/2023;3598.74;575.8;3598.74
SEL-10511;Silla de Oficina;Soporte lumbar ajustable;1268.64;4;01/06/2023;5074.56;811.93;5074.56
SEL-11992;Cafetera Espresso;Presión 15 bares automática;376.71;5;12/05/2023;1883.55;301.37;1883.55
SEL-11416;Silla de Oficina;Soporte lumbar ajustable;4289.03;4;24/04/2024;17156.12;2744.98;17156.12
SEL-11351;Silla de Oficina;Soporte lumbar ajustable;255.32;5;31/07/2023;1276.6;204.26;1276.6
SEL-11060;Silla de Oficina;Soporte lumbar ajustable;2414.54;2;26/06/2023;4829.08;772.65;4829.08
SEL-12146;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6536.72;3;18/04/2023;19610.16;3137.63;19610.16
SEL-10678;Teclado Inalámbrico;Teclas silenciosas español;3716.96;3;01/06/2023;11150.88;1784.14;11150.880000000001
SEL-11605;Mochila Porta Laptop;Impermeable con puerto USB;4782.27;3;08/03/2023;14346.81;2295.49;14346.810000000001
SEL-11921;Mochila Porta Laptop;Impermeable con puerto USB;4450.13;4;31/08/2023;17800.52;2848.08;17800.52
SEL-11342;Teclado Inalámbrico;Teclas silenciosas español;4870.0;3;15/07/2023;14610.0;2337.6;14610.0
SEL-12158;Smartphone X;Pantalla OLED 6.5 pulgadas;7949.06;1;11/04/2024;7949.06;1271.85;7949.06
SEL-11790;Cafetera Espresso;Presión 15 bares automática;415.09;1;17/08/2023;415.09;66.41;415.09
SEL-12329;Batería Portátil;20000mAh carga rápida;1617.74;1;01/03/2023;1617.74;258.84;1617.74
SEL-12141;Cafetera Espresso;Presión 15 bares automática;3128.33;1;17/08/2023;3128.33;500.53;3128.33
SEL-11093;Batería Portátil;20000mAh carga rápida;6879.43;3;10/10/2023;20638.29;3302.13;20638.29
SEL-11650;Batería Portátil;20000mAh carga rápida;5556.57;4;14/05/2024;22226.28;3556.2;22226.28
SEL-11285;Lámpara LED Escritorio;3 niveles de temperatura de color;350.67;2;09/01/2024;701.34;112.21;701.34
SEL-11257;Monitor Curvo 27';Resolución 2K 144Hz;6711.06;1;18/08/2023;6711.06;1073.77;6711.06
SEL-11668;Teclado Inalámbrico;Teclas silenciosas español;7051.02;3;27/02/2023;21153.06;3384.49;21153.06
SEL-10569;Mochila Porta Laptop;Impermeable con puerto USB;2512.73;5;16/07/2023;12563.65;2010.18;12563.65
SEL-10557;Teclado Inalámbrico;Teclas silenciosas español;5901.3;1;28/09/2023;5901.3;944.21;5901.3
SEL-10124;Monitor Curvo 27';Resolución 2K 144Hz;7601.86;3;29/04/2024;22805.58;3648.89;22805.579999999998
SEL-11343;Batería Portátil;20000mAh carga rápida;7002.92;3;08/04/2024;21008.76;3361.4;21008.760000000002
SEL-11680;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;3786.31;4;24/12/2023;15145.24;2423.24;15145.24
SEL-10611;Smartphone X;Pantalla OLED 6.5 pulgadas;3251.06;5;20/09/2023;16255.3;2600.85;16255.3
SEL-10316;Batería Portátil;20000mAh carga rápida;2258.46;1;30/01/2024;2258.46;361.35;2258.46
SEL-11199;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3723.88;2;06/12/2023;7447.76;1191.64;7447.76
SEL-11570;Teclado Inalámbrico;Teclas silenciosas español;1919.16;3;17/04/2023;5757.48;921.2;5757.4800000000005
SEL-10843;Mochila Porta Laptop;Impermeable con puerto USB;2869.52;5;20/02/2023;14347.6;2295.62;14347.6
SEL-11465;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3256.55;2;18/12/2023;6513.1;1042.1;6513.1
SEL-10604;Teclado Inalámbrico;Teclas silenciosas español;3744.66;5;29/01/2024;18723.3;2995.73;18723.3
SEL-10639;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;518.44;3;10/09/2023;1555.32;248.85;1555.3200000000002
SEL-11702;Mochila Porta Laptop;Impermeable con puerto USB;3522.76;1;01/02/2023;3522.76;563.64;3522.76
SEL-11330;Lámpara LED Escritorio;3 niveles de temperatura de color;365.57;5;27/10/2023;1827.85;292.46;1827.85
SEL-12176;Cafetera Espresso;Presión 15 bares automática;791.78;1;16/02/2024;791.78;126.68;791.78
SEL-10669;Lámpara LED Escritorio;3 niveles de temperatura de color;6088.39;5;16/04/2024;30441.95;4870.71;30441.95
SEL-10907;Teclado Inalámbrico;Teclas silenciosas español;4871.14;4;29/04/2023;19484.56;3117.53;19484.56
SEL-11311;Mochila Porta Laptop;Impermeable con puerto USB;336.41;3;19/01/2023;1009.23;161.48;1009.23
SEL-11030;Mochila Porta Laptop;Impermeable con puerto USB;4029.64;1;08/03/2023;4029.64;644.74;4029.64
SEL-10563;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;4747.93;3;10/04/2024;14243.79;2279.01;14243.79
SEL-11210;Cafetera Espresso;Presión 15 bares automática;3821.0;4;03/04/2023;15284.0;2445.44;15284.0
SEL-11403;Cafetera Espresso;Presión 15 bares automática;4833.73;5;01/03/2023;24168.65;3866.98;24168.649999999998
SEL-10011;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;0.0;4;08/04/2024;0.0;0.0;0.0
SEL-10614;Cafetera Espresso;Presión 15 bares automática;3241.09;4;15/11/2023;12964.36;2074.3;12964.36
SEL-11991;Monitor Curvo 27';Resolución 2K 144Hz;1956.66;4;23/08/2023;7826.64;1252.26;7826.64
SEL-12327;Mochila Porta Laptop;Impermeable con puerto USB;6694.35;4;04/12/2023;26777.4;4284.38;26777.4
SEL-10334;Teclado Inalámbrico;Teclas silenciosas español;228.9;3;04/08/2023;686.7;109.87;686.7
SEL-11941;Batería Portátil;20000mAh carga rápida;5662.1;4;25/03/2023;22648.4;3623.74;22648.4
SEL-10580;Teclado Inalámbrico;Teclas silenciosas español;4340.1;3;02/03/2023;13020.3;2083.25;13020.300000000001
SEL-10177;Monitor Curvo 27';Resolución 2K 144Hz;5896.23;2;05/05/2023;11792.46;1886.79;11792.46
SEL-12038;Cafetera Espresso;Presión 15 bares automática;7059.88;2;22/01/2023;14119.76;2259.16;14119.76
SEL-12337;Monitor Curvo 27';Resolución 2K 144Hz;3832.39;4;06/08/2023;15329.56;2452.73;15329.56
SEL-12084;Lámpara LED Escritorio;3 niveles de temperatura de color;4279.68;5;03/03/2023;21398.4;3423.74;21398.4
SEL-10706;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7722.18;4;11/01/2024;30888.72;4942.2;30888.72
SEL-10933;Smartphone X;Pantalla OLED 6.5 pulgadas;462.1;5;02/09/2023;2310.5;369.68;2310.5
SEL-11557;Mochila Porta Laptop;Impermeable con puerto USB;4149.51;1;08/10/2023;4149.51;663.92;4149.51
SEL-11475;Mochila Porta Laptop;Impermeable con puerto USB;7813.45;1;11/12/2023;7813.45;1250.15;7813.45
SEL-11023;Batería Portátil;20000mAh carga rápida;5045.08;5;16/01/2024;25225.4;4036.06;25225.4
SEL-11224;Silla de Oficina;Soporte lumbar ajustable;3858.38;4;27/08/2023;15433.52;2469.36;15433.52
SEL-10969;Smartphone X;Pantalla OLED 6.5 pulgadas;7492.11;2;25/09/2023;14984.22;2397.48;14984.22
SEL-12319;Cafetera Espresso;Presión 15 bares automática;1538.89;1;30/08/2023;1538.89;246.22;1538.89
SEL-11660;Monitor Curvo 27';Resolución 2K 144Hz;805.08;4;23/03/2024;3220.32;515.25;3220.32
SEL-11975;Teclado Inalámbrico;Teclas silenciosas español;457.18;2;24/11/2023;914.36;146.3;914.36
SEL-11246;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7986.28;5;03/06/2023;39931.4;6389.02;39931.4
SEL-10060;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;0.0;2;16/01/2023;0.0;0.0;0.0
SEL-10924;Mochila Porta Laptop;Impermeable con puerto USB;1681.28;4;09/04/2024;6725.12;1076.02;6725.12
SEL-12346;Silla de Oficina;Soporte lumbar ajustable;5375.63;2;08/08/2023;10751.26;1720.2;10751.26
SEL-10091;Lámpara LED Escritorio;3 niveles de temperatura de color;0.0;3;26/04/2023;0.0;0.0;0.0
SEL-12341;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;3965.95;5;22/03/2023;19829.75;3172.76;19829.75
SEL-10893;Batería Portátil;20000mAh carga rápida;4966.67;1;17/04/2024;4966.67;794.67;4966.67
SEL-10120;Monitor Curvo 27';Resolución 2K 144Hz;7675.3;2;08/02/2024;15350.6;2456.1;15350.6
SEL-11900;Monitor Curvo 27';Resolución 2K 144Hz;5241.15;5;24/06/2023;26205.75;4192.92;26205.75
SEL-10183;Mochila Porta Laptop;Impermeable con puerto USB;925.27;5;24/03/2024;4626.35;740.22;4626.35
SEL-10469;Teclado Inalámbrico;Teclas silenciosas español;4162.71;1;31/05/2023;4162.71;666.03;4162.71
SEL-10759;Teclado Inalámbrico;Teclas silenciosas español;2337.92;3;29/11/2023;7013.76;1122.2;7013.76
SEL-11177;Teclado Inalámbrico;Teclas silenciosas español;6235.26;2;05/12/2023;12470.52;1995.28;12470.52
SEL-10637;Lámpara LED Escritorio;3 niveles de temperatura de color;6895.87;1;27/08/2023;6895.87;1103.34;6895.87
SEL-11473;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3128.12;2;06/03/2024;6256.24;1001.0;6256.24
SEL-12321;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;548.41;3;08/09/2023;1645.23;263.24;1645.23
SEL-11817;Mochila Porta Laptop;Impermeable con puerto USB;6460.78;1;14/04/2024;6460.78;1033.72;6460.78
SEL-12039;Smartphone X;Pantalla OLED 6.5 pulgadas;3127.55;5;15/05/2023;15637.75;2502.04;15637.75
SEL-11731;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7936.55;5;03/04/2023;39682.75;6349.24;39682.75
SEL-11067;Cafetera Espresso;Presión 15 bares automática;1934.65;3;15/11/2023;5803.95;928.63;5803.950000000001
SEL-11829;Lámpara LED Escritorio;3 niveles de temperatura de color;7772.66;3;27/03/2024;23317.98;3730.88;23317.98
SEL-11920;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7311.13;4;12/03/2023;29244.52;4679.12;29244.52
SEL-10638;Smartphone X;Pantalla OLED 6.5 pulgadas;7189.29;1;03/09/2023;7189.29;1150.29;7189.29
SEL-10020;Cafetera Espresso;Presión 15 bares automática;0.0;5;04/10/2023;0.0;0.0;0.0
SEL-11435;Batería Portátil;20000mAh carga rápida;2348.81;1;25/05/2023;2348.81;375.81;2348.81
SEL-11927;Silla de Oficina;Soporte lumbar ajustable;1835.33;1;16/04/2023;1835.33;293.65;1835.33
SEL-10839;Mochila Porta Laptop;Impermeable con puerto USB;4035.47;3;04/01/2023;12106.41;1937.03;12106.41
SEL-11438;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;4362.61;3;20/09/2023;13087.83;2094.05;13087.829999999998
SEL-11827;Silla de Oficina;Soporte lumbar ajustable;400.69;2;29/07/2023;801.38;128.22;801.38
SEL-10720;Cafetera Espresso;Presión 15 bares automática;6260.09;4;11/09/2023;25040.36;4006.46;25040.36
SEL-11856;Mochila Porta Laptop;Impermeable con puerto USB;6893.26;2;17/02/2024;13786.52;2205.84;13786.52
SEL-10509;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;1983.89;4;11/01/2023;7935.56;1269.69;7935.56
SEL-10234;Lámpara LED Escritorio;3 niveles de temperatura de color;665.42;3;29/07/2023;1996.26;319.4;1996.2599999999998
SEL-11657;Smartphone X;Pantalla OLED 6.5 pulgadas;2331.17;5;07/02/2024;11655.85;1864.94;11655.85
SEL-11825;Silla de Oficina;Soporte lumbar ajustable;5952.8;3;01/10/2023;17858.4;2857.34;17858.4
SEL-10607;Mochila Porta Laptop;Impermeable con puerto USB;6758.61;5;08/08/2023;33793.05;5406.89;33793.049999999996
SEL-10350;Batería Portátil;20000mAh carga rápida;2543.2;2;26/01/2024;5086.4;813.82;5086.4
SEL-12128;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;2601.29;3;26/07/2023;7803.87;1248.62;7803.87
SEL-11027;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;1456.08;1;22/09/2023;1456.08;232.97;1456.08
SEL-12225;Batería Portátil;20000mAh carga rápida;5579.13;2;18/04/2023;11158.26;1785.32;11158.26
SEL-10870;Mochila Porta Laptop;Impermeable con puerto USB;2611.43;2;28/02/2023;5222.86;835.66;5222.86
SEL-11897;Mochila Porta Laptop;Impermeable con puerto USB;4118.14;1;26/01/2023;4118.14;658.9;4118.14
SEL-10409;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;4677.51;4;09/10/2023;18710.04;2993.61;18710.04
SEL-10330;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;4785.24;2;13/12/2023;9570.48;1531.28;9570.48
SEL-10517;Batería Portátil;20000mAh carga rápida;1837.07;3;27/05/2023;5511.21;881.79;5511.21
SEL-10054;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;0.0;3;30/10/2023;0.0;0.0;0.0
SEL-12356;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;5050.53;3;08/03/2024;15151.59;2424.25;15151.59
SEL-12062;Batería Portátil;20000mAh carga rápida;6764.71;4;06/04/2024;27058.84;4329.41;27058.84
SEL-10612;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1863.32;3;24/06/2023;5589.96;894.39;5589.96
SEL-11902;Batería Portátil;20000mAh carga rápida;4447.11;5;31/01/2024;22235.55;3557.69;22235.55
SEL-10816;Mochila Porta Laptop;Impermeable con puerto USB;5689.0;5;12/11/2023;28445.0;4551.2;28445.0
SEL-10461;Batería Portátil;20000mAh carga rápida;669.64;2;06/08/2023;1339.28;214.28;1339.28
SEL-10891;Silla de Oficina;Soporte lumbar ajustable;5771.82;5;08/06/2023;28859.1;4617.46;28859.1
SEL-10335;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;1108.31;2;02/07/2023;2216.62;354.66;2216.62
SEL-11079;Smartphone X;Pantalla OLED 6.5 pulgadas;1159.23;3;25/03/2023;3477.69;556.43;3477.69
SEL-10593;Smartphone X;Pantalla OLED 6.5 pulgadas;2864.93;4;12/05/2023;11459.72;1833.56;11459.72
SEL-11748;Teclado Inalámbrico;Teclas silenciosas español;2671.62;3;17/03/2023;8014.86;1282.38;8014.86
SEL-10149;Monitor Curvo 27';Resolución 2K 144Hz;5363.52;5;13/10/2023;26817.6;4290.82;26817.600000000002
SEL-11240;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1891.66;5;04/08/2023;9458.3;1513.33;9458.300000000001
SEL-10246;Lámpara LED Escritorio;3 niveles de temperatura de color;7976.29;1;23/09/2023;7976.29;1276.21;7976.29
SEL-11360;Batería Portátil;20000mAh carga rápida;5934.76;1;28/02/2023;5934.76;949.56;5934.76
SEL-11969;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;590.22;2;13/02/2024;1180.44;188.87;1180.44
SEL-12270;Silla de Oficina;Soporte lumbar ajustable;3356.06;3;05/04/2023;10068.18;1610.91;10068.18
SEL-10163;Monitor Curvo 27';Resolución 2K 144Hz;4145.45;1;24/03/2023;4145.45;663.27;4145.45
SEL-10294;Teclado Inalámbrico;Teclas silenciosas español;4891.87;3;05/08/2023;14675.61;2348.1;14675.61
SEL-11673;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;4120.17;3;03/05/2023;12360.51;1977.68;12360.51
SEL-11662;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;342.92;4;30/08/2023;1371.68;219.47;1371.68
SEL-10740;Batería Portátil;20000mAh carga rápida;7230.44;4;07/04/2024;28921.76;4627.48;28921.76
SEL-10470;Cafetera Espresso;Presión 15 bares automática;1436.69;1;31/03/2024;1436.69;229.87;1436.69
SEL-11168;Silla de Oficina;Soporte lumbar ajustable;851.75;1;05/03/2023;851.75;136.28;851.75
SEL-11218;Mochila Porta Laptop;Impermeable con puerto USB;3265.65;3;30/08/2023;9796.95;1567.51;9796.95
SEL-12386;Teclado Inalámbrico;Teclas silenciosas español;5641.5;3;08/07/2023;16924.5;2707.92;16924.5
SEL-10561;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;4024.78;1;31/03/2023;4024.78;643.96;4024.78
SEL-12056;Monitor Curvo 27';Resolución 2K 144Hz;4460.91;2;26/01/2023;8921.82;1427.49;8921.82
SEL-11518;Teclado Inalámbrico;Teclas silenciosas español;794.61;3;29/09/2023;2383.83;381.41;2383.83
SEL-12411;Lámpara LED Escritorio;3 niveles de temperatura de color;3550.36;4;12/03/2023;14201.44;2272.23;14201.44
SEL-10275;Lámpara LED Escritorio;3 niveles de temperatura de color;3060.88;3;16/04/2023;9182.64;1469.22;9182.64
SEL-11801;Silla de Oficina;Soporte lumbar ajustable;6351.67;1;11/05/2023;6351.67;1016.27;6351.67
SEL-12419;Lámpara LED Escritorio;3 niveles de temperatura de color;2406.82;3;22/12/2023;7220.46;1155.27;7220.460000000001
SEL-12414;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;5406.32;1;21/06/2023;5406.32;865.01;5406.32
SEL-11099;Batería Portátil;20000mAh carga rápida;3066.39;4;17/10/2023;12265.56;1962.49;12265.56
SEL-10279;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;3250.5;1;13/10/2023;3250.5;520.08;3250.5
SEL-11862;Lámpara LED Escritorio;3 niveles de temperatura de color;918.8;1;24/10/2023;918.8;147.01;918.8
SEL-10968;Monitor Curvo 27';Resolución 2K 144Hz;4990.17;5;21/02/2023;24950.85;3992.14;24950.85
SEL-10629;Cafetera Espresso;Presión 15 bares automática;231.98;3;03/04/2024;695.94;111.35;695.9399999999999
SEL-11182;Teclado Inalámbrico;Teclas silenciosas español;296.25;4;20/12/2023;1185.0;189.6;1185.0
SEL-11084;Silla de Oficina;Soporte lumbar ajustable;5472.74;2;26/08/2023;10945.48;1751.28;10945.48
SEL-10956;Smartphone X;Pantalla OLED 6.5 pulgadas;7587.04;2;23/02/2023;15174.08;2427.85;15174.08
SEL-10137;Batería Portátil;20000mAh carga rápida;1254.42;1;19/04/2024;1254.42;200.71;1254.42
SEL-10117;Smartphone X;Pantalla OLED 6.5 pulgadas;7727.97;4;06/07/2023;30911.88;4945.9;30911.88
SEL-11986;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;6441.71;4;10/12/2023;25766.84;4122.69;25766.84
SEL-11952;Smartphone X;Pantalla OLED 6.5 pulgadas;2497.51;4;07/01/2024;9990.04;1598.41;9990.04
SEL-10058;Lámpara LED Escritorio;3 niveles de temperatura de color;0.0;2;06/07/2023;0.0;0.0;0.0
SEL-11068;Monitor Curvo 27';Resolución 2K 144Hz;3957.38;4;13/01/2023;15829.52;2532.72;15829.52
SEL-10310;Teclado Inalámbrico;Teclas silenciosas español;2558.51;2;20/03/2023;5117.02;818.72;5117.02
SEL-10361;Mochila Porta Laptop;Impermeable con puerto USB;403.12;5;05/02/2024;2015.6;322.5;2015.6
SEL-11865;Monitor Curvo 27';Resolución 2K 144Hz;5384.58;5;18/03/2024;26922.9;4307.66;26922.9
SEL-11430;Silla de Oficina;Soporte lumbar ajustable;4320.52;5;26/04/2023;21602.6;3456.42;21602.600000000002
SEL-10038;Batería Portátil;20000mAh carga rápida;0.0;1;13/11/2023;0.0;0.0;0.0
SEL-12251;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;3547.49;5;28/01/2024;17737.45;2837.99;17737.449999999997
SEL-11909;Teclado Inalámbrico;Teclas silenciosas español;5021.14;3;14/09/2023;15063.42;2410.15;15063.420000000002
SEL-10586;Smartphone X;Pantalla OLED 6.5 pulgadas;4370.24;5;10/02/2024;21851.2;3496.19;21851.199999999997
SEL-10175;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;7427.97;3;28/11/2023;22283.91;3565.43;22283.91
SEL-12181;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;1797.16;5;27/04/2023;8985.8;1437.73;8985.800000000001
SEL-10541;Mochila Porta Laptop;Impermeable con puerto USB;5706.72;2;17/10/2023;11413.44;1826.15;11413.44
SEL-11033;Cafetera Espresso;Presión 15 bares automática;3876.37;4;12/09/2023;15505.48;2480.88;15505.48
SEL-10965;Batería Portátil;20000mAh carga rápida;878.04;5;01/02/2023;4390.2;702.43;4390.2
SEL-10555;Teclado Inalámbrico;Teclas silenciosas español;313.78;3;21/04/2024;941.34;150.61;941.3399999999999
SEL-12151;Lámpara LED Escritorio;3 niveles de temperatura de color;824.62;5;05/09/2023;4123.1;659.7;4123.1
SEL-10319;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;390.83;4;23/04/2024;1563.32;250.13;1563.32
SEL-11145;Cafetera Espresso;Presión 15 bares automática;4130.45;4;02/12/2023;16521.8;2643.49;16521.8
SEL-12162;Mochila Porta Laptop;Impermeable con puerto USB;7210.02;5;31/07/2023;36050.1;5768.02;36050.100000000006
SEL-11812;Mochila Porta Laptop;Impermeable con puerto USB;6433.65;2;21/08/2023;12867.3;2058.77;12867.3
SEL-11086;Cafetera Espresso;Presión 15 bares automática;5597.47;4;17/01/2024;22389.88;3582.38;22389.88
SEL-11185;Lámpara LED Escritorio;3 niveles de temperatura de color;5861.34;2;09/08/2023;11722.68;1875.63;11722.68
SEL-10313;Monitor Curvo 27';Resolución 2K 144Hz;2781.68;3;21/04/2023;8345.04;1335.21;8345.039999999999
SEL-10957;Reloj Inteligente;Sensor de ritmo cardíaco y GPS;1188.99;1;07/03/2023;1188.99;190.24;1188.99
SEL-11585;Cafetera Espresso;Presión 15 bares automática;7631.22;1;20/02/2023;7631.22;1221.0;7631.22
SEL-11393;Mochila Porta Laptop;Impermeable con puerto USB;7978.07;2;03/08/2023;15956.14;2552.98;15956.14
SEL-12082;Mochila Porta Laptop;Impermeable con puerto USB;3738.14;3;17/03/2023;11214.42;1794.31;11214.42
SEL-11104;Smartphone X;Pantalla OLED 6.5 pulgadas;4786.74;1;02/10/2023;4786.74;765.88;4786.74
SEL-11497;Audífonos Noise Cancelling;Batería 40 horas Bluetooth;2057.93;4;20/02/2024;8231.72;1317.08;8231.72
SEL-10625;Teclado Inalámbrico;Teclas silenciosas español;1484.15;2;23/07/2023;2968.3;474.93;2968.3
SEL-12350;Cafetera Espresso;Presión 15 bares automática;3314.36;3;13/05/2024;9943.08;1590.89;9943.08
SEL-10098;Smartphone X;Pantalla OLED 6.5 pulgadas;0.0;4;08/05/2024;0.0;0.0;0.0
SEL-12177;Batería Portátil;20000mAh carga rápida;7412.71;5;21/04/2023;37063.55;5930.17;37063.55
SEL-10092;Smartphone X;Pantalla OLED 6.5 pulgadas;0.0;5;12/03/2023;0.0;0.0;0.0
SEL-11464;Monitor Curvo 27';Resolución 2K 144Hz;6466.84;4;26/12/2023;25867.36;4138.78;25867.36
SEL-11204;Cafetera Espresso;Presión 15 bares automática;5886.03;2;05/04/2023;11772.06;1883.53;11772.06
SEL-10179;Mochila Porta Laptop;Impermeable con puerto USB;1636.27;5;26/02/2024;8181.35;1309.02;8181.35
SEL-11765;Smartphone X;Pantalla OLED 6.5 pulgadas;3020.06;2;02/01/2024;6040.12;966.42;6040.12
SEL-11070;Lámpara LED Escritorio;3 niveles de temperatura de color;3337.82;2;02/01/2023;6675.64;1068.1;6675.64
