Folio,Nombre del Articulo,Descripcion,Precio,Cantidad,Fecha de Compra,Monto,Impuesto
SEL-11817,Mochila Porta Laptop,Impermeable con puerto USB,6460.78,1,14/04/2024,6460.78,1033.72
SEL-12039,Smartphone X,Pantalla OLED 6.5 pulgadas,3127.55,5,15/05/2023,15637.75,2502.04
SEL-11731,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7936.55,5,03/04/2023,39682.75,6349.24
SEL-11067,Cafetera Espresso,Presión 15 bares automática,1934.65,3,15/11/2023,5803.95,928.63
SEL-11829,Lámpara LED Escritorio,3 niveles de temperatura de color,7772.66,3,27/03/2024,23317.98,3730.88
SEL-11920,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7311.13,4,12/03/2023,29244.52,4679.12
SEL-10638,Smartphone X,Pantalla OLED 6.5 pulgadas,7189.29,1,03/09/2023,7189.29,1150.29
SEL-10020,Cafetera Espresso,Presión 15 bares automática,,5,04/10/2023,0.0,0.0
SEL-11435,Batería Portátil,20000mAh carga rápida,2348.81,1,25/05/2023,2348.81,375.81
SEL-11927,Silla de Oficina,Soporte lumbar ajustable,1835.33,1,16/04/2023,1835.33,293.65
SEL-10839,Mochila Porta Laptop,Impermeable con puerto USB,4035.47,3,04/01/2023,12106.41,1937.03
SEL-11438,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,4362.61,3,20/09/2023,13087.83,2094.05
SEL-11827,Silla de Oficina,Soporte lumbar ajustable,400.69,2,29/07/2023,801.38,128.22
SEL-10720,Cafetera Espresso,Presión 15 bares automática,6260.09,4,11/09/2023,25040.36,4006.46
SEL-11856,Mochila Porta Laptop,Impermeable con puerto USB,6893.26,2,17/02/2024,13786.52,2205.84
SEL-10509,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1983.89,4,11/01/2023,7935.56,1269.69
SEL-10234,Lámpara LED Escritorio,3 niveles de temperatura de color,665.42,3,29/07/2023,1996.26,319.4
SEL-11657,Smartphone X,Pantalla OLED 6.5 pulgadas,2331.17,5,07/02/2024,11655.85,1864.94
SEL-11825,Silla de Oficina,Soporte lumbar ajustable,5952.8,3,01/10/2023,17858.4,2857.34
SEL-10607,Mochila Porta Laptop,Impermeable con puerto USB,6758.61,5,08/08/2023,33793.05,5406.89
SEL-10350,Batería Portátil,20000mAh carga rápida,2543.2,2,26/01/2024,5086.4,813.82
SEL-12128,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,2601.29,3,26/07/2023,7803.87,1248.62
SEL-11027,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1456.08,1,22/09/2023,1456.08,232.97
SEL-12225,Batería Portátil,20000mAh carga rápida,5579.13,2,18/04/2023,11158.26,1785.32
SEL-10870,Mochila Porta Laptop,Impermeable con puerto USB,2611.43,2,28/02/2023,5222.86,835.66
SEL-11897,Mochila Porta Laptop,Impermeable con puerto USB,4118.14,1,26/01/2023,4118.14,658.9
SEL-10409,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,4677.51,4,09/10/2023,18710.04,2993.61
SEL-10330,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,4785.24,2,13/12/2023,9570.48,1531.28
SEL-10517,Batería Portátil,20000mAh carga rápida,1837.07,3,27/05/2023,5511.21,881.79
SEL-10054,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,,3,30/10/2023,0.0,0.0
SEL-12356,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,5050.53,3,08/03/2024,15151.59,2424.25
SEL-12062,Batería Portátil,20000mAh carga rápida,6764.71,4,06/04/2024,27058.84,4329.41
SEL-10612,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,1863.32,3,24/06/2023,5589.96,894.39
SEL-11902,Batería Portátil,20000mAh carga rápida,4447.11,5,31/01/2024,22235.55,3557.69
SEL-10816,Mochila Porta Laptop,Impermeable con puerto USB,5689.0,5,12/11/2023,28445.0,4551.2
SEL-10461,Batería Portátil,20000mAh carga rápida,669.64,2,06/08/2023,1339.28,214.28
SEL-10891,Silla de Oficina,Soporte lumbar ajustable,5771.82,5,08/06/2023,28859.1,4617.46
SEL-10335,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1108.31,2,02/07/2023,2216.62,354.66
SEL-11079,Smartphone X,Pantalla OLED 6.5 pulgadas,1159.23,3,25/03/2023,3477.69,556.43
SEL-10593,Smartphone X,Pantalla OLED 6.5 pulgadas,2864.93,4,12/05/2023,11459.72,1833.56
SEL-11748,Teclado Inalámbrico,Teclas silenciosas español,2671.62,3,17/03/2023,8014.86,1282.38
SEL-10149,Monitor Curvo 27',Resolución 2K 144Hz,5363.52,5,13/10/2023,26817.6,4290.82
SEL-11240,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,1891.66,5,04/08/2023,9458.3,1513.33
SEL-10246,Lámpara LED Escritorio,3 niveles de temperatura de color,7976.29,1,23/09/2023,7976.29,1276.21
SEL-11360,Batería Portátil,20000mAh carga rápida,5934.76,1,28/02/2023,5934.76,949.56
SEL-11969,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,590.22,2,13/02/2024,1180.44,188.87
SEL-12270,Silla de Oficina,Soporte lumbar ajustable,3356.06,3,05/04/2023,10068.18,1610.91
SEL-10163,Monitor Curvo 27',Resolución 2K 144Hz,4145.45,1,24/03/2023,4145.45,663.27
SEL-10294,Teclado Inalámbrico,Teclas silenciosas español,4891.87,3,05/08/2023,14675.61,2348.1
SEL-11673,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,4120.17,3,03/05/2023,12360.51,1977.68
SEL-11662,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,342.92,4,30/08/2023,1371.68,219.47
SEL-10740,Batería Portátil,20000mAh carga rápida,7230.44,4,07/04/2024,28921.76,4627.48
SEL-10470,Cafetera Espresso,Presión 15 bares automática,1436.69,1,31/03/2024,1436.69,229.87
SEL-11168,Silla de Oficina,Soporte lumbar ajustable,851.75,1,05/03/2023,851.75,136.28
SEL-11218,Mochila Porta Laptop,Impermeable con puerto USB,3265.65,3,30/08/2023,9796.95,1567.51
SEL-12386,Teclado Inalámbrico,Teclas silenciosas español,5641.5,3,08/07/2023,16924.5,2707.92
SEL-10561,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,4024.78,1,31/03/2023,4024.78,643.96
SEL-12056,Monitor Curvo 27',Resolución 2K 144Hz,4460.91,2,26/01/2023,8921.82,1427.49
SEL-11518,Teclado Inalámbrico,Teclas silenciosas español,794.61,3,29/09/2023,2383.83,381.41
SEL-12411,Lámpara LED Escritorio,3 niveles de temperatura de color,3550.36,4,12/03/2023,14201.44,2272.23
SEL-10275,Lámpara LED Escritorio,3 niveles de temperatura de color,3060.88,3,16/04/2023,9182.64,1469.22
SEL-11801,Silla de Oficina,Soporte lumbar ajustable,6351.67,1,11/05/2023,6351.67,1016.27
SEL-12419,Lámpara LED Escritorio,3 niveles de temperatura de color,2406.82,3,22/12/2023,7220.46,1155.27
SEL-12414,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,5406.32,1,21/06/2023,5406.32,865.01
SEL-11099,Batería Portátil,20000mAh carga rápida,3066.39,4,17/10/2023,12265.56,1962.49
SEL-10279,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3250.5,1,13/10/2023,3250.5,520.08
SEL-11862,Lámpara LED Escritorio,3 niveles de temperatura de color,918.8,1,24/10/2023,918.8,147.01
SEL-10968,Monitor Curvo 27',Resolución 2K 144Hz,4990.17,5,21/02/2023,24950.85,3992.14
SEL-10629,Cafetera Espresso,Presión 15 bares automática,231.98,3,03/04/2024,695.94,111.35
SEL-11182,Teclado Inalámbrico,Teclas silenciosas español,296.25,4,20/12/2023,1185.0,189.6
SEL-11084,Silla de Oficina,Soporte lumbar ajustable,5472.74,2,26/08/2023,10945.48,1751.28
SEL-10956,Smartphone X,Pantalla OLED 6.5 pulgadas,7587.04,2,23/02/2023,15174.08,2427.85
SEL-10137,Batería Portátil,20000mAh carga rápida,1254.42,1,19/04/2024,1254.42,200.71
SEL-10117,Smartphone X,Pantalla OLED 6.5 pulgadas,7727.97,4,06/07/2023,30911.88,4945.9
SEL-11986,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,6441.71,4,10/12/2023,25766.84,4122.69
SEL-11952,Smartphone X,Pantalla OLED 6.5 pulgadas,2497.51,4,07/01/2024,9990.04,1598.41
SEL-10058,Lámpara LED Escritorio,3 niveles de temperatura de color,,2,06/07/2023,0.0,0.0
SEL-11068,Monitor Curvo 27',Resolución 2K 144Hz,3957.38,4,13/01/2023,15829.52,2532.72
SEL-10310,Teclado Inalámbrico,Teclas silenciosas español,2558.51,2,20/03/2023,5117.02,818.72
SEL-10361,Mochila Porta Laptop,Impermeable con puerto USB,403.12,5,05/02/2024,2015.6,322.5
SEL-11865,Monitor Curvo 27',Resolución 2K 144Hz,5384.58,5,18/03/2024,26922.9,4307.66
SEL-11430,Silla de Oficina,Soporte lumbar ajustable,4320.52,5,26/04/2023,21602.6,3456.42
SEL-10038,Batería Portátil,20000mAh carga rápida,,1,13/11/2023,0.0,0.0
SEL-12251,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,3547.49,5,28/01/2024,17737.45,2837.99
SEL-11909,Teclado Inalámbrico,Teclas silenciosas español,5021.14,3,14/09/2023,15063.42,2410.15
SEL-10586,Smartphone X,Pantalla OLED 6.5 pulgadas,4370.24,5,10/02/2024,21851.2,3496.19
SEL-10175,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7427.97,3,28/11/2023,22283.91,3565.43
SEL-12181,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,1797.16,5,27/04/2023,8985.8,1437.73
SEL-10541,Mochila Porta Laptop,Impermeable con puerto USB,5706.72,2,17/10/2023,11413.44,1826.15
SEL-11033,Cafetera Espresso,Presión 15 bares automática,3876.37,4,12/09/2023,15505.48,2480.88
SEL-10965,Batería Portátil,20000mAh carga rápida,878.04,5,01/02/2023,4390.2,702.43
SEL-10555,Teclado Inalámbrico,Teclas silenciosas español,313.78,3,21/04/2024,941.34,150.61
SEL-12151,Lámpara LED Escritorio,3 niveles de temperatura de color,824.62,5,05/09/2023,4123.1,659.7
SEL-10319,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,390.83,4,23/04/2024,1563.32,250.13
SEL-11145,Cafetera Espresso,Presión 15 bares automática,4130.45,4,02/12/2023,16521.8,2643.49
SEL-12162,Mochila Porta Laptop,Impermeable con puerto USB,7210.02,5,31/07/2023,36050.1,5768.02
SEL-11812,Mochila Porta Laptop,Impermeable con puerto USB,6433.65,2,21/08/2023,12867.3,2058.77
SEL-11086,Cafetera Espresso,Presión 15 bares automática,5597.47,4,17/01/2024,22389.88,3582.38
SEL-11185,Lámpara LED Escritorio,3 niveles de temperatura de color,5861.34,2,09/08/2023,11722.68,1875.63
SEL-10313,Monitor Curvo 27',Resolución 2K 144Hz,2781.68,3,21/04/2023,8345.04,1335.21
SEL-10957,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1188.99,1,07/03/2023,1188.99,190.24
SEL-11585,Cafetera Espresso,Presión 15 bares automática,7631.22,1,20/02/2023,7631.22,1221.0
SEL-11393,Mochila Porta Laptop,Impermeable con puerto USB,7978.07,2,03/08/2023,15956.14,2552.98
SEL-12082,Mochila Porta Laptop,Impermeable con puerto USB,3738.14,3,17/03/2023,11214.42,1794.31
SEL-11104,Smartphone X,Pantalla OLED 6.5 pulgadas,4786.74,1,02/10/2023,4786.74,765.88
SEL-11497,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,2057.93,4,20/02/2024,8231.72,1317.08
SEL-10625,Teclado Inalámbrico,Teclas silenciosas español,1484.15,2,23/07/2023,2968.3,474.93
SEL-12350,Cafetera Espresso,Presión 15 bares automática,3314.36,3,13/05/2024,9943.08,1590.89
SEL-10098,Smartphone X,Pantalla OLED 6.5 pulgadas,,4,08/05/2024,0.0,0.0
SEL-12177,Batería Portátil,20000mAh carga rápida,7412.71,5,21/04/2023,37063.55,5930.17
SEL-10092,Smartphone X,Pantalla OLED 6.5 pulgadas,,5,12/03/2023,0.0,0.0
SEL-11464,Monitor Curvo 27',Resolución 2K 144Hz,6466.84,4,26/12/2023,25867.36,4138.78
SEL-11204,Cafetera Espresso,Presión 15 bares automática,5886.03,2,05/04/2023,11772.06,1883.53
SEL-10179,Mochila Porta Laptop,Impermeable con puerto USB,1636.27,5,26/02/2024,8181.35,1309.02
SEL-11765,Smartphone X,Pantalla OLED 6.5 pulgadas,3020.06,2,02/01/2024,6040.12,966.42
SEL-11070,Lámpara LED Escritorio,3 niveles de temperatura de color,3337.82,2,02/01/2023,6675.64,1068.1
SEL-11308,Cafetera Espresso,Presión 15 bares automática,5488.14,5,12/04/2024,27440.7,4390.51
SEL-10018,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,,3,15/09/2023,0.0,0.0
SEL-10312,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,839.28,3,07/08/2023,2517.84,402.85
SEL-10472,Teclado Inalámbrico,Teclas silenciosas español,5268.12,1,08/09/2023,5268.12,842.9
SEL-11332,Lámpara LED Escritorio,3 niveles de temperatura de color,5418.07,5,03/11/2023,27090.35,4334.46
SEL-10823,Batería Portátil,20000mAh carga rápida,6562.93,2,18/12/2023,13125.86,2100.14
SEL-10173,Silla de Oficina,Soporte lumbar ajustable,4712.98,1,11/03/2023,4712.98,754.08
SEL-11996,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,488.71,3,02/06/2023,1466.13,234.58
SEL-12317,Lámpara LED Escritorio,3 niveles de temperatura de color,2458.93,3,22/11/2023,7376.79,1180.29
SEL-10941,Batería Portátil,20000mAh carga rápida,4463.74,2,26/06/2023,8927.48,1428.4
SEL-10089,Silla de Oficina,Soporte lumbar ajustable,,2,30/09/2023,0.0,0.0
SEL-11312,Teclado Inalámbrico,Teclas silenciosas español,1567.87,3,10/05/2024,4703.61,752.58
SEL-12241,Cafetera Espresso,Presión 15 bares automática,5279.63,2,05/12/2023,10559.26,1689.48
SEL-12345,Mochila Porta Laptop,Impermeable con puerto USB,4794.07,1,05/02/2024,4794.07,767.05
SEL-11303,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3240.49,3,17/03/2023,9721.47,1555.44
SEL-10852,Smartphone X,Pantalla OLED 6.5 pulgadas,1545.59,4,10/09/2023,6182.36,989.18
SEL-10620,Silla de Oficina,Soporte lumbar ajustable,6367.13,4,04/06/2023,25468.52,4074.96
SEL-12081,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,6700.98,4,22/11/2023,26803.92,4288.63
SEL-11159,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,7370.51,4,30/05/2023,29482.04,4717.13
SEL-11876,Teclado Inalámbrico,Teclas silenciosas español,5602.38,2,22/01/2023,11204.76,1792.76
SEL-11195,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,2348.78,3,20/05/2023,7046.34,1127.41
SEL-11575,Silla de Oficina,Soporte lumbar ajustable,4477.09,5,02/04/2024,22385.45,3581.67
SEL-11306,Batería Portátil,20000mAh carga rápida,1221.83,1,29/02/2024,1221.83,195.49
SEL-11150,Cafetera Espresso,Presión 15 bares automática,7508.68,2,29/10/2023,15017.36,2402.78
SEL-12057,Smartphone X,Pantalla OLED 6.5 pulgadas,3850.82,2,07/12/2023,7701.64,1232.26
SEL-11935,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3522.27,1,02/05/2023,3522.27,563.56
SEL-10252,Smartphone X,Pantalla OLED 6.5 pulgadas,2753.54,1,04/07/2023,2753.54,440.57
SEL-10552,Batería Portátil,20000mAh carga rápida,2164.2,4,12/03/2023,8656.8,1385.09
SEL-10918,Cafetera Espresso,Presión 15 bares automática,6353.6,4,25/12/2023,25414.4,4066.3
SEL-10245,Mochila Porta Laptop,Impermeable con puerto USB,2641.29,3,20/12/2023,7923.87,1267.82
SEL-11636,Lámpara LED Escritorio,3 niveles de temperatura de color,6308.81,1,17/10/2023,6308.81,1009.41
SEL-10751,Monitor Curvo 27',Resolución 2K 144Hz,3072.98,3,21/07/2023,9218.94,1475.03
SEL-11639,Smartphone X,Pantalla OLED 6.5 pulgadas,2232.69,1,27/07/2023,2232.69,357.23
SEL-11472,Teclado Inalámbrico,Teclas silenciosas español,1837.47,3,19/12/2023,5512.41,881.99
SEL-11248,Silla de Oficina,Soporte lumbar ajustable,7951.89,3,15/02/2023,23855.67,3816.91
SEL-11502,Lámpara LED Escritorio,3 niveles de temperatura de color,3907.52,2,19/10/2023,7815.04,1250.41
SEL-10248,Teclado Inalámbrico,Teclas silenciosas español,4971.35,2,18/12/2023,9942.7,1590.83
SEL-12228,Mochila Porta Laptop,Impermeable con puerto USB,6624.77,5,16/02/2024,33123.85,5299.82
SEL-11013,Mochila Porta Laptop,Impermeable con puerto USB,2313.06,1,02/05/2023,2313.06,370.09
SEL-11378,Silla de Oficina,Soporte lumbar ajustable,716.15,4,09/02/2024,2864.6,458.34
SEL-11328,Monitor Curvo 27',Resolución 2K 144Hz,4903.21,1,10/04/2023,4903.21,784.51
SEL-12339,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,7731.49,1,01/12/2023,7731.49,1237.04
SEL-12375,Cafetera Espresso,Presión 15 bares automática,5841.76,2,22/12/2023,11683.52,1869.36
SEL-10471,Lámpara LED Escritorio,3 niveles de temperatura de color,4437.18,3,29/01/2024,13311.54,2129.85
SEL-11695,Silla de Oficina,Soporte lumbar ajustable,7884.21,1,24/08/2023,7884.21,1261.47
SEL-11547,Lámpara LED Escritorio,3 niveles de temperatura de color,2556.43,5,13/04/2024,12782.15,2045.14
SEL-10884,Silla de Oficina,Soporte lumbar ajustable,7605.74,2,08/02/2024,15211.48,2433.84
SEL-12291,Smartphone X,Pantalla OLED 6.5 pulgadas,6143.02,1,19/11/2023,6143.02,982.88
SEL-10188,Mochila Porta Laptop,Impermeable con puerto USB,2336.64,3,24/11/2023,7009.92,1121.59
SEL-11139,Teclado Inalámbrico,Teclas silenciosas español,7040.52,1,17/03/2024,7040.52,1126.48
SEL-10668,Cafetera Espresso,Presión 15 bares automática,2660.14,2,14/03/2023,5320.28,851.24
SEL-10439,Batería Portátil,20000mAh carga rápida,3791.22,1,10/02/2023,3791.22,606.6
SEL-12309,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3832.11,1,15/07/2023,3832.11,613.14
SEL-11196,Monitor Curvo 27',Resolución 2K 144Hz,6305.41,1,10/01/2023,6305.41,1008.87
SEL-12299,Smartphone X,Pantalla OLED 6.5 pulgadas,2797.77,2,23/04/2023,5595.54,895.29
SEL-11407,Lámpara LED Escritorio,3 niveles de temperatura de color,1574.94,3,15/11/2023,4724.82,755.97
SEL-10514,Cafetera Espresso,Presión 15 bares automática,5284.36,4,14/03/2023,21137.44,3381.99
SEL-11314,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,7437.74,5,25/01/2023,37188.7,5950.19
SEL-12325,Lámpara LED Escritorio,3 niveles de temperatura de color,1937.34,5,16/01/2024,9686.7,1549.87
SEL-10064,Smartphone X,Pantalla OLED 6.5 pulgadas,,1,19/04/2023,0.0,0.0
SEL-12301,Lámpara LED Escritorio,3 niveles de temperatura de color,3523.88,4,09/08/2023,14095.52,2255.28
SEL-10731,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,2422.59,4,11/01/2024,9690.36,1550.46
SEL-10360,Teclado Inalámbrico,Teclas silenciosas español,3527.81,5,12/10/2023,17639.05,2822.25
SEL-11659,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,4838.99,4,17/07/2023,19355.96,3096.95
SEL-11335,Batería Portátil,20000mAh carga rápida,1093.29,1,27/06/2023,1093.29,174.93
SEL-11329,Batería Portátil,20000mAh carga rápida,7662.98,1,30/07/2023,7662.98,1226.08
SEL-12234,Mochila Porta Laptop,Impermeable con puerto USB,6905.73,3,19/03/2023,20717.19,3314.75
SEL-11874,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,7202.42,2,03/01/2023,14404.84,2304.77
SEL-10397,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,1030.57,3,30/06/2023,3091.71,494.67
SEL-12152,Silla de Oficina,Soporte lumbar ajustable,2689.24,4,28/05/2023,10756.96,1721.11
SEL-10551,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1938.7,1,21/04/2023,1938.7,310.19
SEL-11652,Lámpara LED Escritorio,3 niveles de temperatura de color,3116.51,1,06/04/2024,3116.51,498.64
SEL-10963,Mochila Porta Laptop,Impermeable con puerto USB,4452.4,4,10/12/2023,17809.6,2849.54
SEL-12242,Silla de Oficina,Soporte lumbar ajustable,3984.79,2,05/03/2024,7969.58,1275.13
SEL-10372,Lámpara LED Escritorio,3 niveles de temperatura de color,2881.22,2,09/01/2024,5762.44,921.99
SEL-11540,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,6854.53,4,18/04/2023,27418.12,4386.9
SEL-11279,Smartphone X,Pantalla OLED 6.5 pulgadas,2619.54,4,15/08/2023,10478.16,1676.51
SEL-11513,Batería Portátil,20000mAh carga rápida,1241.56,4,02/06/2023,4966.24,794.6
SEL-10646,Lámpara LED Escritorio,3 niveles de temperatura de color,4397.52,2,09/04/2024,8795.04,1407.21
SEL-10767,Smartphone X,Pantalla OLED 6.5 pulgadas,7968.12,4,14/07/2023,31872.48,5099.6
SEL-10989,Teclado Inalámbrico,Teclas silenciosas español,2152.5,1,02/07/2023,2152.5,344.4
SEL-11674,Mochila Porta Laptop,Impermeable con puerto USB,7289.37,3,17/02/2024,21868.11,3498.9
SEL-11040,Monitor Curvo 27',Resolución 2K 144Hz,1160.23,3,28/01/2024,3480.69,556.91
SEL-10842,Batería Portátil,20000mAh carga rápida,1945.77,4,03/05/2024,7783.08,1245.29
SEL-11101,Monitor Curvo 27',Resolución 2K 144Hz,2129.13,1,25/04/2023,2129.13,340.66
SEL-10636,Silla de Oficina,Soporte lumbar ajustable,3897.52,1,25/08/2023,3897.52,623.6
SEL-12256,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,6773.92,4,08/02/2023,27095.68,4335.31
SEL-11936,Cafetera Espresso,Presión 15 bares automática,664.37,2,29/02/2024,1328.74,212.6
SEL-11293,Teclado Inalámbrico,Teclas silenciosas español,4400.52,3,13/05/2023,13201.56,2112.25
SEL-11742,Batería Portátil,20000mAh carga rápida,2025.08,3,08/12/2023,6075.24,972.04
SEL-11193,Smartphone X,Pantalla OLED 6.5 pulgadas,5209.41,1,28/12/2023,5209.41,833.51
SEL-10189,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,3196.32,5,20/02/2024,15981.6,2557.06
SEL-10666,Lámpara LED Escritorio,3 niveles de temperatura de color,3051.94,3,24/02/2024,9155.82,1464.93
SEL-10086,Monitor Curvo 27',Resolución 2K 144Hz,,2,06/09/2023,0.0,0.0
SEL-10645,Batería Portátil,20000mAh carga rápida,5199.88,4,29/12/2023,20799.52,3327.92
SEL-11948,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5454.22,4,19/05/2023,21816.88,3490.7
SEL-11882,Silla de Oficina,Soporte lumbar ajustable,4918.11,3,24/02/2023,14754.33,2360.69
SEL-12392,Silla de Oficina,Soporte lumbar ajustable,2977.95,1,18/05/2023,2977.95,476.47
SEL-11763,Smartphone X,Pantalla OLED 6.5 pulgadas,7990.09,2,03/07/2023,15980.18,2556.83
SEL-12388,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,330.28,3,25/01/2024,990.84,158.53
SEL-12326,Teclado Inalámbrico,Teclas silenciosas español,548.94,2,20/10/2023,1097.88,175.66
SEL-12074,Cafetera Espresso,Presión 15 bares automática,212.8,4,01/03/2023,851.2,136.19
SEL-10733,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5500.37,4,02/02/2024,22001.48,3520.24
SEL-11034,Silla de Oficina,Soporte lumbar ajustable,6921.06,3,10/02/2023,20763.18,3322.11
SEL-11053,Cafetera Espresso,Presión 15 bares automática,791.99,5,16/08/2023,3959.95,633.59
SEL-12178,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1605.96,2,13/01/2023,3211.92,513.91
SEL-10010,Teclado Inalámbrico,Teclas silenciosas español,,2,22/09/2023,0.0,0.0
SEL-10862,Lámpara LED Escritorio,3 niveles de temperatura de color,4237.66,3,17/04/2024,12712.98,2034.08
SEL-11981,Batería Portátil,20000mAh carga rápida,1065.62,1,06/05/2024,1065.62,170.5
SEL-10438,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,3929.59,5,04/12/2023,19647.95,3143.67
SEL-11384,Teclado Inalámbrico,Teclas silenciosas español,2251.17,5,24/01/2023,11255.85,1800.94
SEL-10084,Silla de Oficina,Soporte lumbar ajustable,,4,30/11/2023,0.0,0.0
SEL-11396,Smartphone X,Pantalla OLED 6.5 pulgadas,2965.48,4,12/09/2023,11861.92,1897.91
SEL-12011,Lámpara LED Escritorio,3 niveles de temperatura de color,2120.55,3,19/10/2023,6361.65,1017.86
SEL-10155,Cafetera Espresso,Presión 15 bares automática,1964.71,5,21/04/2023,9823.55,1571.77
SEL-12373,Smartphone X,Pantalla OLED 6.5 pulgadas,4570.76,4,10/02/2024,18283.04,2925.29
SEL-11383,Teclado Inalámbrico,Teclas silenciosas español,1224.23,4,01/02/2024,4896.92,783.51
SEL-12117,Mochila Porta Laptop,Impermeable con puerto USB,3309.88,3,23/10/2023,9929.64,1588.74
SEL-10343,Monitor Curvo 27',Resolución 2K 144Hz,3473.02,5,14/01/2023,17365.1,2778.42
SEL-11400,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3656.63,2,07/09/2023,7313.26,1170.12
SEL-10259,Mochila Porta Laptop,Impermeable con puerto USB,887.59,2,10/07/2023,1775.18,284.03
SEL-11474,Cafetera Espresso,Presión 15 bares automática,5591.69,1,14/05/2024,5591.69,894.67
SEL-11146,Monitor Curvo 27',Resolución 2K 144Hz,7858.28,3,18/03/2024,23574.84,3771.97
SEL-11744,Monitor Curvo 27',Resolución 2K 144Hz,2989.6,1,24/11/2023,2989.6,478.34
SEL-11190,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,3704.36,5,11/04/2023,18521.8,2963.49
SEL-12408,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,1185.71,4,11/04/2024,4742.84,758.85
SEL-11572,Silla de Oficina,Soporte lumbar ajustable,984.42,2,12/07/2023,1968.84,315.01
SEL-12068,Mochila Porta Laptop,Impermeable con puerto USB,4170.34,5,06/03/2024,20851.7,3336.27
SEL-11501,Monitor Curvo 27',Resolución 2K 144Hz,882.88,3,21/04/2024,2648.64,423.78
SEL-11225,Smartphone X,Pantalla OLED 6.5 pulgadas,1429.56,4,30/09/2023,5718.24,914.92
SEL-11771,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,4278.58,5,06/07/2023,21392.9,3422.86
SEL-11366,Reloj Inteligente,Sensor de ritmo cardíaco y GPS,5339.93,1,29/06/2023,5339.93,854.39
SEL-11772,Batería Portátil,20000mAh carga rápida,5713.22,3,28/10/2023,17139.66,2742.35
SEL-11239,Batería Portátil,20000mAh carga rápida,495.08,4,15/02/2024,1980.32,316.85
SEL-10090,Silla de Oficina,Soporte lumbar ajustable,,2,09/04/2023,0.0,0.0
SEL-11417,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,5374.22,4,05/06/2023,21496.88,3439.5
SEL-10802,Batería Portátil,20000mAh carga rápida,5647.78,2,16/11/2023,11295.56,1807.29
SEL-10283,Audífonos Noise Cancelling,Batería 40 horas Bluetooth,5582.38,2,19/02/2024,11164.76,1786.36
SEL-11755,Silla de Oficina,Soporte lumbar ajustable,5904.6,5,16/01/2024,29523.0,4723.68
